time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-14 00:00:00+00:00,12.0,3.0,29,5
2023-12-15 00:00:00+00:00,1.0,1.0,16,4
2023-12-16 00:00:00+00:00,1.0,1.0,60,3
2023-12-17 00:00:00+00:00,1.0,1.0,5,2
2023-12-18 00:00:00+00:00,2.0,2.0,21,5
2023-12-19 00:00:00+00:00,4.0,3.0,5,2
2023-12-20 00:00:00+00:00,2.0,2.0,156,8
2023-12-21 00:00:00+00:00,2.0,2.0,13,5
2023-12-22 00:00:00+00:00,2.0,2.0,11,4
2023-12-23 00:00:00+00:00,1.0,1.0,44,3
2023-12-24 00:00:00+00:00,4.0,2.0,831,9
2023-12-25 00:00:00+00:00,3.0,3.0,36,4
2023-12-26 00:00:00+00:00,12.0,3.0,25,5
2023-12-27 00:00:00+00:00,,,139,1
