time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-13 00:00:00+00:00,2,2,24.0,3.0
2025-03-14 00:00:00+00:00,3,2,8.0,2.0
2025-03-15 00:00:00+00:00,8,2,,
2025-03-16 00:00:00+00:00,3,2,1.0,1.0
2025-03-17 00:00:00+00:00,1,1,32.0,4.0
2025-03-18 00:00:00+00:00,2,2,4.0,3.0
2025-03-19 00:00:00+00:00,2,2,,
2025-03-20 00:00:00+00:00,2,2,7.0,5.0
2025-03-21 00:00:00+00:00,12,6,4.0,3.0
2025-03-22 00:00:00+00:00,9,4,5.0,2.0
2025-03-23 00:00:00+00:00,5,2,4.0,1.0
2025-03-24 00:00:00+00:00,4,2,49.0,4.0
2025-03-25 00:00:00+00:00,1,1,4.0,1.0
2025-03-26 00:00:00+00:00,3,1,8.0,2.0
