time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-31 00:00:00+00:00,49,24,0,0
2026-06-01 00:00:00+00:00,77,33,8,3
2026-06-02 00:00:00+00:00,3,3,18,5
2026-06-03 00:00:00+00:00,9,8,14,1
2026-06-04 00:00:00+00:00,8,7,7,2
2026-06-05 00:00:00+00:00,21,8,15,4
2026-06-06 00:00:00+00:00,18,5,73,2
2026-06-07 00:00:00+00:00,13,4,2,2
2026-06-08 00:00:00+00:00,15,6,27,9
2026-06-09 00:00:00+00:00,51,21,8,5
2026-06-10 00:00:00+00:00,219,36,1,1
2026-06-11 00:00:00+00:00,20,10,11,3
2026-06-12 00:00:00+00:00,43,18,18,8
2026-06-13 00:00:00+00:00,26,12,0,0
