referrer,views_total,views_unique
Google,27,5
pscf.cems.umn.edu,20,2
github.com,8,5
pnas.org,4,3
dmorse.github.io,2,1
pubs-acs-org.libproxy.berkeley.edu,1,1
pubs.acs.org,1,1
