time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-20 00:00:00+00:00,2,2,7,5
2025-03-21 00:00:00+00:00,12,6,4,3
2025-03-22 00:00:00+00:00,9,4,5,2
2025-03-23 00:00:00+00:00,5,2,4,1
2025-03-24 00:00:00+00:00,4,2,49,4
2025-03-25 00:00:00+00:00,1,1,4,1
2025-03-26 00:00:00+00:00,4,2,8,2
2025-03-27 00:00:00+00:00,4,3,6,3
2025-03-28 00:00:00+00:00,33,7,17,5
2025-03-29 00:00:00+00:00,10,7,15,2
2025-03-30 00:00:00+00:00,5,3,2,2
2025-03-31 00:00:00+00:00,17,7,37,4
2025-04-01 00:00:00+00:00,2,2,11,4
2025-04-02 00:00:00+00:00,7,4,30,2
