url_path,views_total,views_unique
/dmorse/pscfpp,44,33
/dmorse/pscfpp/tree/master,9,2
/dmorse/pscfpp/tree/master/examples/pc/scf/sweep,9,1
/dmorse/pscfpp/blob/master/examples/pc/scf/sweep/kuhn/param,5,1
/dmorse/pscfpp/tree/master/examples/pc/scf/sweep/chi,5,1
/dmorse/pscfpp/issues,4,2
/dmorse/pscfpp/tree/master/examples/pc/scf/diblock,4,2
/dmorse/pscfpp/blob/master/examples/pc/scf/sweep/chi/param,4,1
/dmorse/pscfpp/blob/master/.gitattributes,3,1
/dmorse/pscfpp/blob/master/examples/pc/scf/diblock/c15_2/param,3,1
