time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-26 00:00:00+00:00,5,3,33.0,2.0
2025-10-27 00:00:00+00:00,4,4,7.0,3.0
2025-10-28 00:00:00+00:00,21,8,2.0,2.0
2025-10-29 00:00:00+00:00,17,13,5.0,5.0
2025-10-30 00:00:00+00:00,8,6,7.0,1.0
2025-10-31 00:00:00+00:00,11,7,4.0,3.0
2025-11-01 00:00:00+00:00,7,3,1.0,1.0
2025-11-02 00:00:00+00:00,7,5,7.0,5.0
2025-11-03 00:00:00+00:00,41,16,57.0,3.0
2025-11-04 00:00:00+00:00,30,7,16.0,3.0
2025-11-05 00:00:00+00:00,8,5,12.0,2.0
2025-11-06 00:00:00+00:00,65,6,,
2025-11-07 00:00:00+00:00,19,5,143.0,5.0
2025-11-08 00:00:00+00:00,11,6,1.0,1.0
