time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-04 00:00:00+00:00,43,20,13,5
2026-03-05 00:00:00+00:00,59,27,42,4
2026-03-06 00:00:00+00:00,53,7,2,2
2026-03-07 00:00:00+00:00,17,7,6,4
2026-03-08 00:00:00+00:00,14,6,6,2
2026-03-09 00:00:00+00:00,17,10,10,7
2026-03-10 00:00:00+00:00,7,3,3,2
2026-03-11 00:00:00+00:00,13,5,1,1
2026-03-12 00:00:00+00:00,10,6,3,3
2026-03-13 00:00:00+00:00,3,3,3,1
2026-03-14 00:00:00+00:00,8,4,1,1
2026-03-15 00:00:00+00:00,14,6,7,1
2026-03-16 00:00:00+00:00,24,13,15,3
2026-03-17 00:00:00+00:00,28,9,18,3
