time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-12 00:00:00+00:00,,,172,9
2024-08-13 00:00:00+00:00,,,14,6
2024-08-14 00:00:00+00:00,,,4,2
2024-08-15 00:00:00+00:00,,,10,5
2024-08-16 00:00:00+00:00,,,1,1
2024-08-18 00:00:00+00:00,2.0,2.0,16,3
2024-08-19 00:00:00+00:00,,,1,1
2024-08-20 00:00:00+00:00,,,35,4
2024-08-21 00:00:00+00:00,2.0,1.0,9,3
2024-08-22 00:00:00+00:00,,,11,2
2024-08-23 00:00:00+00:00,2.0,1.0,470,3
2024-08-24 00:00:00+00:00,1.0,1.0,30,1
2024-08-25 00:00:00+00:00,,,1,1
