time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-04 00:00:00+00:00,1,1,1,1
2024-05-05 00:00:00+00:00,1,1,2,2
2024-05-06 00:00:00+00:00,7,4,1,1
2024-05-07 00:00:00+00:00,1,1,14,1
2024-05-08 00:00:00+00:00,5,2,24,5
2024-05-09 00:00:00+00:00,5,2,37,6
2024-05-10 00:00:00+00:00,1,1,7,2
2024-05-11 00:00:00+00:00,1,1,1,1
2024-05-12 00:00:00+00:00,1,1,20,2
2024-05-13 00:00:00+00:00,9,3,29,5
2024-05-14 00:00:00+00:00,5,2,13,3
2024-05-15 00:00:00+00:00,1,1,53,6
2024-05-16 00:00:00+00:00,17,7,16,3
2024-05-17 00:00:00+00:00,2,2,6,2
