referrer,views_total,views_unique
github.com,141,8
pscf.cems.umn.edu,139,13
cn.bing.com,105,4
Google,16,3
pscf.cems.umn.edu.,12,2
mail.google.com,3,1
pnas.org,1,1
Bing,1,1
