time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-12 00:00:00+00:00,3,3,5,3
2026-01-13 00:00:00+00:00,25,15,1,1
2026-01-14 00:00:00+00:00,79,19,6,5
2026-01-15 00:00:00+00:00,31,14,22,5
2026-01-16 00:00:00+00:00,21,11,5,5
2026-01-17 00:00:00+00:00,22,11,38,3
2026-01-18 00:00:00+00:00,15,7,1,1
2026-01-19 00:00:00+00:00,9,6,16,6
2026-01-20 00:00:00+00:00,27,10,6,3
2026-01-21 00:00:00+00:00,25,10,2,2
2026-01-22 00:00:00+00:00,13,5,13,6
2026-01-23 00:00:00+00:00,21,10,2,2
2026-01-24 00:00:00+00:00,11,7,24,6
2026-01-25 00:00:00+00:00,40,15,18,2
