time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-10 00:00:00+00:00,8.0,6.0,18,5
2023-07-11 00:00:00+00:00,2.0,2.0,10,2
2023-07-12 00:00:00+00:00,1.0,1.0,16,1
2023-07-13 00:00:00+00:00,3.0,2.0,64,2
2023-07-14 00:00:00+00:00,1.0,1.0,94,4
2023-07-15 00:00:00+00:00,1.0,1.0,3,1
2023-07-16 00:00:00+00:00,1.0,1.0,9,2
2023-07-17 00:00:00+00:00,2.0,2.0,44,5
2023-07-18 00:00:00+00:00,1.0,1.0,43,3
2023-07-19 00:00:00+00:00,1.0,1.0,171,5
2023-07-20 00:00:00+00:00,4.0,4.0,180,3
2023-07-21 00:00:00+00:00,1.0,1.0,11,3
2023-07-22 00:00:00+00:00,3.0,2.0,84,2
2023-07-23 00:00:00+00:00,,,8,1
