time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-09 00:00:00+00:00,15,6,3.0,2.0
2025-12-10 00:00:00+00:00,5,5,13.0,3.0
2025-12-11 00:00:00+00:00,10,6,15.0,4.0
2025-12-12 00:00:00+00:00,14,9,13.0,4.0
2025-12-13 00:00:00+00:00,2,2,2.0,2.0
2025-12-14 00:00:00+00:00,19,9,4.0,1.0
2025-12-15 00:00:00+00:00,8,7,4.0,4.0
2025-12-16 00:00:00+00:00,32,20,44.0,8.0
2025-12-17 00:00:00+00:00,32,19,3.0,2.0
2025-12-18 00:00:00+00:00,12,8,10.0,4.0
2025-12-19 00:00:00+00:00,12,8,3.0,2.0
2025-12-20 00:00:00+00:00,8,7,4.0,3.0
2025-12-21 00:00:00+00:00,7,3,1.0,1.0
2025-12-22 00:00:00+00:00,6,5,,
