time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-26 00:00:00+00:00,1,1,,
2025-01-27 00:00:00+00:00,3,3,18.0,4.0
2025-01-28 00:00:00+00:00,5,2,3.0,2.0
2025-01-29 00:00:00+00:00,1,1,35.0,5.0
2025-01-30 00:00:00+00:00,4,2,5.0,3.0
2025-01-31 00:00:00+00:00,11,4,3.0,2.0
2025-02-01 00:00:00+00:00,5,2,,
2025-02-02 00:00:00+00:00,14,7,2.0,1.0
2025-02-03 00:00:00+00:00,2,2,4.0,3.0
2025-02-04 00:00:00+00:00,4,2,2.0,2.0
2025-02-05 00:00:00+00:00,5,2,7.0,5.0
2025-02-06 00:00:00+00:00,11,4,10.0,5.0
2025-02-07 00:00:00+00:00,5,3,4.0,1.0
