referrer,views_total,views_unique
Google,36,5
github.com,18,3
dmorse.github.io,11,2
Bing,9,2
DuckDuckGo,2,1
pubs.acs.org,2,1
pscf.cems.umn.edu,1,1
cn.bing.com,1,1
