time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-01 00:00:00+00:00,2,2,,
2024-06-02 00:00:00+00:00,1,1,,
2024-06-03 00:00:00+00:00,7,4,1.0,1.0
2024-06-04 00:00:00+00:00,1,1,5.0,1.0
2024-06-05 00:00:00+00:00,1,1,6.0,2.0
2024-06-06 00:00:00+00:00,1,1,1.0,1.0
2024-06-07 00:00:00+00:00,2,2,4.0,3.0
2024-06-08 00:00:00+00:00,2,2,8.0,8.0
2024-06-09 00:00:00+00:00,1,1,4.0,4.0
2024-06-10 00:00:00+00:00,1,1,10.0,2.0
2024-06-11 00:00:00+00:00,8,4,2.0,2.0
2024-06-12 00:00:00+00:00,1,1,4.0,1.0
2024-06-13 00:00:00+00:00,4,4,8.0,2.0
2024-06-14 00:00:00+00:00,1,1,13.0,4.0
