referrer,views_total,views_unique
Google,112,4
github.com,86,3
chat.openai.com,35,1
pnas.org,32,1
pscf.cems.umn.edu.,28,1
pscf.cems.umn.edu,8,3
dmorse.github.io,1,1
Baidu,1,1
