time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-02 00:00:00+00:00,9,6,49,3
2025-04-03 00:00:00+00:00,4,4,31,7
2025-04-04 00:00:00+00:00,16,7,11,2
2025-04-05 00:00:00+00:00,26,11,28,2
2025-04-06 00:00:00+00:00,15,8,5,1
2025-04-07 00:00:00+00:00,7,6,23,6
2025-04-08 00:00:00+00:00,32,11,56,3
2025-04-09 00:00:00+00:00,14,8,27,3
2025-04-10 00:00:00+00:00,3,3,44,2
2025-04-11 00:00:00+00:00,8,4,10,3
2025-04-12 00:00:00+00:00,8,7,14,4
2025-04-13 00:00:00+00:00,1,1,2,2
2025-04-14 00:00:00+00:00,21,7,47,4
2025-04-15 00:00:00+00:00,19,8,13,2
