time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-06 00:00:00+00:00,4,3,11.0,5.0
2023-12-07 00:00:00+00:00,1,1,59.0,2.0
2023-12-08 00:00:00+00:00,1,1,35.0,3.0
2023-12-09 00:00:00+00:00,1,1,1.0,1.0
2023-12-10 00:00:00+00:00,12,3,,
2023-12-11 00:00:00+00:00,3,3,142.0,4.0
2023-12-12 00:00:00+00:00,1,1,44.0,4.0
2023-12-13 00:00:00+00:00,4,2,135.0,4.0
2023-12-14 00:00:00+00:00,12,3,29.0,5.0
2023-12-15 00:00:00+00:00,1,1,16.0,4.0
2023-12-16 00:00:00+00:00,1,1,60.0,3.0
2023-12-17 00:00:00+00:00,1,1,5.0,2.0
2023-12-18 00:00:00+00:00,2,2,21.0,5.0
2023-12-19 00:00:00+00:00,3,2,5.0,2.0
