referrer,views_total,views_unique
github.com,41,8
Google,39,6
cn.bing.com,39,4
pscf.cems.umn.edu,4,3
com.google.android.gm,2,1
DuckDuckGo,1,1
pnas.org,1,1
Bing,1,1
pubs.aip.org,1,1
