url_path,views_total,views_unique
/dmorse/pscfpp,54,39
/dmorse/pscfpp/tree/master/examples/pc/scf/sweep,12,2
/dmorse/pscfpp/tree/master,9,2
/dmorse/pscfpp/tree/master/examples,7,5
/dmorse/pscfpp/tree/master/examples/pc/scf/diblock,6,4
/dmorse/pscfpp/blob/master/examples/pc/scf/sweep/kuhn/param,6,2
/dmorse/pscfpp/tree/master/examples/pc/scf/sweep/chi,6,2
/dmorse/pscfpp/blob/master/examples/pc/scf/sweep/chi/param,5,2
/dmorse/pscfpp/tree/master/examples/pc/scf/sweep/block,4,2
/dmorse/pscfpp/tree/master/examples/pc/scf/sweep/kuhn,4,2
