referrer,views_total,views_unique
github.com,70,6
Google,18,9
pscf.cems.umn.edu,16,3
Bing,14,2
mail.google.com,2,2
cn.bing.com,2,1
Yahoo,1,1
books.googleusercontent.com,1,1
