time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-04 00:00:00+00:00,5,2,1.0,1.0
2025-05-05 00:00:00+00:00,7,3,8.0,1.0
2025-05-06 00:00:00+00:00,1,1,40.0,3.0
2025-05-07 00:00:00+00:00,9,3,4.0,1.0
2025-05-08 00:00:00+00:00,6,4,47.0,4.0
2025-05-09 00:00:00+00:00,16,8,7.0,3.0
2025-05-10 00:00:00+00:00,3,2,3.0,1.0
2025-05-11 00:00:00+00:00,8,4,,
2025-05-12 00:00:00+00:00,17,5,47.0,3.0
2025-05-13 00:00:00+00:00,5,3,12.0,4.0
2025-05-14 00:00:00+00:00,2,2,49.0,5.0
2025-05-15 00:00:00+00:00,12,6,12.0,3.0
2025-05-16 00:00:00+00:00,20,10,6.0,3.0
2025-05-17 00:00:00+00:00,1,1,,
