referrer,views_total,views_unique
github.com,80,4
pscf.cems.umn.edu,10,6
cn.bing.com,7,2
journals.aps.org,7,1
DuckDuckGo,2,2
Google,2,2
dmorse.github.io,1,1
pnas.org,1,1
