time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-21 00:00:00+00:00,2,2,6.0,2.0
2025-06-22 00:00:00+00:00,2,2,7.0,1.0
2025-06-23 00:00:00+00:00,14,11,8.0,2.0
2025-06-24 00:00:00+00:00,3,3,33.0,4.0
2025-06-25 00:00:00+00:00,2,2,4.0,1.0
2025-06-26 00:00:00+00:00,6,6,9.0,4.0
2025-06-27 00:00:00+00:00,9,9,18.0,2.0
2025-06-28 00:00:00+00:00,5,5,17.0,1.0
2025-06-29 00:00:00+00:00,8,8,7.0,1.0
2025-06-30 00:00:00+00:00,18,18,70.0,6.0
2025-07-01 00:00:00+00:00,13,13,67.0,5.0
2025-07-02 00:00:00+00:00,5,4,8.0,3.0
2025-07-03 00:00:00+00:00,8,7,4.0,1.0
2025-07-04 00:00:00+00:00,3,1,,
