time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-15 00:00:00+00:00,1,1,5.0,2.0
2025-06-16 00:00:00+00:00,50,5,32.0,6.0
2025-06-17 00:00:00+00:00,19,3,,
2025-06-18 00:00:00+00:00,3,3,36.0,7.0
2025-06-19 00:00:00+00:00,1,1,3.0,3.0
2025-06-20 00:00:00+00:00,6,5,12.0,5.0
2025-06-21 00:00:00+00:00,2,2,6.0,2.0
2025-06-22 00:00:00+00:00,2,2,7.0,1.0
2025-06-23 00:00:00+00:00,14,11,8.0,2.0
2025-06-24 00:00:00+00:00,3,3,33.0,4.0
2025-06-25 00:00:00+00:00,2,2,4.0,1.0
2025-06-26 00:00:00+00:00,6,6,9.0,4.0
2025-06-27 00:00:00+00:00,9,9,18.0,2.0
2025-06-28 00:00:00+00:00,1,1,17.0,1.0
