time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-11 00:00:00+00:00,2,2,10,2
2023-07-12 00:00:00+00:00,1,1,16,1
2023-07-13 00:00:00+00:00,3,2,64,2
2023-07-14 00:00:00+00:00,1,1,94,4
2023-07-15 00:00:00+00:00,1,1,3,1
2023-07-16 00:00:00+00:00,1,1,9,2
2023-07-17 00:00:00+00:00,2,2,44,5
2023-07-18 00:00:00+00:00,1,1,43,3
2023-07-19 00:00:00+00:00,1,1,171,5
2023-07-20 00:00:00+00:00,4,4,180,3
2023-07-21 00:00:00+00:00,1,1,11,3
2023-07-22 00:00:00+00:00,3,2,84,2
2023-07-23 00:00:00+00:00,1,1,8,1
2023-07-24 00:00:00+00:00,1,1,5,1
