time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-17 00:00:00+00:00,1,1,8,2
2024-02-18 00:00:00+00:00,2,2,18,1
2024-02-19 00:00:00+00:00,3,3,3,1
2024-02-20 00:00:00+00:00,4,3,99,4
2024-02-21 00:00:00+00:00,1,1,167,6
2024-02-22 00:00:00+00:00,11,5,295,13
2024-02-23 00:00:00+00:00,1,1,266,6
2024-02-24 00:00:00+00:00,2,2,12,4
2024-02-25 00:00:00+00:00,7,3,118,2
2024-02-26 00:00:00+00:00,4,3,105,10
2024-02-27 00:00:00+00:00,2,2,259,9
2024-02-28 00:00:00+00:00,5,5,28,7
2024-02-29 00:00:00+00:00,5,4,33,7
2024-03-01 00:00:00+00:00,2,2,113,7
