time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-15 00:00:00+00:00,23,10,18.0,2.0
2025-04-16 00:00:00+00:00,10,6,47.0,3.0
2025-04-17 00:00:00+00:00,12,7,37.0,5.0
2025-04-18 00:00:00+00:00,34,5,6.0,2.0
2025-04-19 00:00:00+00:00,7,4,66.0,2.0
2025-04-20 00:00:00+00:00,9,6,85.0,2.0
2025-04-21 00:00:00+00:00,3,3,7.0,3.0
2025-04-22 00:00:00+00:00,6,3,40.0,4.0
2025-04-23 00:00:00+00:00,1,1,3.0,3.0
2025-04-24 00:00:00+00:00,3,3,17.0,5.0
2025-04-25 00:00:00+00:00,5,2,4.0,2.0
2025-04-26 00:00:00+00:00,29,8,17.0,3.0
2025-04-27 00:00:00+00:00,6,3,,
2025-04-28 00:00:00+00:00,12,5,19.0,4.0
