time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-07 00:00:00+00:00,1.0,1.0,3,1
2024-10-08 00:00:00+00:00,3.0,1.0,14,4
2024-10-09 00:00:00+00:00,2.0,1.0,17,5
2024-10-10 00:00:00+00:00,1.0,1.0,9,6
2024-10-11 00:00:00+00:00,1.0,1.0,17,5
2024-10-12 00:00:00+00:00,2.0,2.0,16,4
2024-10-13 00:00:00+00:00,1.0,1.0,3,2
2024-10-14 00:00:00+00:00,9.0,5.0,28,4
2024-10-15 00:00:00+00:00,2.0,2.0,5,2
2024-10-16 00:00:00+00:00,4.0,3.0,1,1
2024-10-17 00:00:00+00:00,5.0,3.0,2,2
2024-10-18 00:00:00+00:00,1.0,1.0,10,6
2024-10-19 00:00:00+00:00,3.0,3.0,12,5
2024-10-20 00:00:00+00:00,,,9,3
