url_path,views_total,views_unique
/dmorse/pscfpp,40,25
/dmorse/pscfpp/tree/master/examples/1d/spherical/1,7,6
/dmorse/pscfpp/tree/master/src,6,4
/dmorse/pscfpp/tree/master/examples/pc/scf/sweep,6,1
/dmorse/pscfpp/tree/master/examples,4,3
/dmorse/pscfpp/tree/master/examples/pc/scf/sweep/block,4,1
/dmorse/pscfpp/tree/master/examples/pc/scf/sweep/chi,4,1
/dmorse/pscfpp/tree/master/examples/1d,3,2
/dmorse/pscfpp/blob/master/examples/pc/scf/sweep/block/param,3,1
/dmorse/pscfpp/blob/master/examples/pc/scf/sweep/chi/param,3,1
