referrer,views_total,views_unique
github.com,41,8
cn.bing.com,40,4
Google,27,5
pscf.cems.umn.edu,8,3
com.google.android.gm,2,1
pnas.org,1,1
Bing,1,1
pubs.aip.org,1,1
