time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-17 00:00:00+00:00,2,2,3,1
2024-03-18 00:00:00+00:00,2,2,15,6
2024-03-19 00:00:00+00:00,1,1,54,4
2024-03-20 00:00:00+00:00,1,1,4,3
2024-03-21 00:00:00+00:00,3,3,94,6
2024-03-22 00:00:00+00:00,1,1,38,4
2024-03-23 00:00:00+00:00,1,1,41,1
2024-03-24 00:00:00+00:00,1,1,1,1
2024-03-25 00:00:00+00:00,6,3,87,5
2024-03-26 00:00:00+00:00,1,1,57,3
2024-03-27 00:00:00+00:00,1,1,157,7
2024-03-28 00:00:00+00:00,2,2,6,3
2024-03-29 00:00:00+00:00,2,2,46,3
2024-03-30 00:00:00+00:00,4,1,16,3
