referrer,views_total,views_unique
Google,44,6
github.com,43,8
cn.bing.com,37,4
pscf.cems.umn.edu,3,2
com.google.android.gm,2,1
DuckDuckGo,1,1
Bing,1,1
pubs.aip.org,1,1
