time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-20 00:00:00+00:00,4.0,4.0,180.0,3.0
2023-07-21 00:00:00+00:00,1.0,1.0,11.0,3.0
2023-07-22 00:00:00+00:00,3.0,2.0,84.0,2.0
2023-07-23 00:00:00+00:00,1.0,1.0,8.0,1.0
2023-07-24 00:00:00+00:00,2.0,2.0,5.0,1.0
2023-07-25 00:00:00+00:00,1.0,1.0,77.0,5.0
2023-07-26 00:00:00+00:00,2.0,2.0,,
2023-07-27 00:00:00+00:00,2.0,2.0,12.0,2.0
2023-07-28 00:00:00+00:00,6.0,3.0,13.0,1.0
2023-07-29 00:00:00+00:00,2.0,2.0,1.0,1.0
2023-07-30 00:00:00+00:00,2.0,2.0,,
2023-07-31 00:00:00+00:00,2.0,2.0,69.0,5.0
2023-08-01 00:00:00+00:00,1.0,1.0,10.0,5.0
2023-08-02 00:00:00+00:00,,,66.0,6.0
