referrer,views_total,views_unique
github.com,14,3
Google,8,4
dmorse.github.io,3,1
DuckDuckGo,2,1
Bing,2,1
pubs.acs.org,2,1
cn.bing.com,1,1
pscf.cems.umn.edu,1,1
