time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-01 00:00:00+00:00,11,6,2,2
2026-09-02 00:00:00+00:00,10,5,8,3
2026-09-03 00:00:00+00:00,6,6,7,4
2026-09-04 00:00:00+00:00,4,3,2,2
2026-09-05 00:00:00+00:00,12,9,1,1
2026-09-06 00:00:00+00:00,24,12,7,4
2026-09-07 00:00:00+00:00,71,25,33,5
2026-09-08 00:00:00+00:00,32,20,8,3
2026-09-09 00:00:00+00:00,25,14,9,3
2026-09-10 00:00:00+00:00,8,8,53,7
2026-09-11 00:00:00+00:00,24,22,4,2
2026-09-12 00:00:00+00:00,302,17,18,3
2026-09-13 00:00:00+00:00,18,13,20,3
2026-09-14 00:00:00+00:00,22,16,12,8
