time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-11 00:00:00+00:00,35,9,8,4
2026-05-12 00:00:00+00:00,21,6,5,3
2026-05-13 00:00:00+00:00,25,10,1,1
2026-05-14 00:00:00+00:00,34,11,2,2
2026-05-15 00:00:00+00:00,25,8,7,3
2026-05-16 00:00:00+00:00,11,6,1,1
2026-05-17 00:00:00+00:00,25,8,0,0
2026-05-18 00:00:00+00:00,19,9,6,3
2026-05-19 00:00:00+00:00,5,3,4,2
2026-05-20 00:00:00+00:00,57,10,13,3
2026-05-21 00:00:00+00:00,53,20,11,3
2026-05-22 00:00:00+00:00,39,15,18,3
2026-05-23 00:00:00+00:00,35,19,3,1
2026-05-24 00:00:00+00:00,11,6,3,1
