time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-15 00:00:00+00:00,1,1,4.0,2.0
2024-03-16 00:00:00+00:00,1,1,,
2024-03-17 00:00:00+00:00,2,2,3.0,1.0
2024-03-18 00:00:00+00:00,2,2,15.0,6.0
2024-03-19 00:00:00+00:00,1,1,54.0,4.0
2024-03-20 00:00:00+00:00,1,1,4.0,3.0
2024-03-21 00:00:00+00:00,3,3,94.0,6.0
2024-03-22 00:00:00+00:00,1,1,38.0,4.0
2024-03-23 00:00:00+00:00,1,1,41.0,1.0
2024-03-24 00:00:00+00:00,1,1,1.0,1.0
2024-03-25 00:00:00+00:00,6,3,87.0,5.0
2024-03-26 00:00:00+00:00,1,1,57.0,3.0
2024-03-27 00:00:00+00:00,1,1,157.0,7.0
2024-03-28 00:00:00+00:00,1,1,6.0,3.0
