time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-28 00:00:00+00:00,9,4,46,6
2025-03-01 00:00:00+00:00,12,6,24,4
2025-03-02 00:00:00+00:00,12,6,64,3
2025-03-03 00:00:00+00:00,19,8,37,5
2025-03-04 00:00:00+00:00,4,3,62,6
2025-03-05 00:00:00+00:00,5,3,54,5
2025-03-06 00:00:00+00:00,6,3,34,3
2025-03-07 00:00:00+00:00,10,5,11,2
2025-03-08 00:00:00+00:00,7,4,1,1
2025-03-09 00:00:00+00:00,4,2,12,4
2025-03-10 00:00:00+00:00,5,3,10,4
2025-03-11 00:00:00+00:00,3,3,11,5
2025-03-12 00:00:00+00:00,1,1,9,4
2025-03-13 00:00:00+00:00,1,1,24,3
