time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-03 00:00:00+00:00,2,2,21.0,4.0
2024-02-04 00:00:00+00:00,2,2,20.0,3.0
2024-02-05 00:00:00+00:00,3,3,14.0,5.0
2024-02-06 00:00:00+00:00,1,1,1.0,1.0
2024-02-07 00:00:00+00:00,2,2,8.0,2.0
2024-02-08 00:00:00+00:00,1,1,22.0,4.0
2024-02-09 00:00:00+00:00,2,2,68.0,4.0
2024-02-10 00:00:00+00:00,2,2,,
2024-02-11 00:00:00+00:00,1,1,,
2024-02-12 00:00:00+00:00,2,2,,
2024-02-13 00:00:00+00:00,1,1,9.0,6.0
2024-02-14 00:00:00+00:00,1,1,54.0,2.0
2024-02-15 00:00:00+00:00,1,1,17.0,2.0
2024-02-16 00:00:00+00:00,1,1,7.0,4.0
