time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-21 00:00:00+00:00,23,8,68,9
2023-09-22 00:00:00+00:00,10,2,19,3
2023-09-23 00:00:00+00:00,59,4,19,3
2023-09-24 00:00:00+00:00,27,3,20,2
2023-09-25 00:00:00+00:00,3,3,23,5
2023-09-26 00:00:00+00:00,2,2,16,3
2023-09-27 00:00:00+00:00,2,2,38,4
2023-09-28 00:00:00+00:00,2,2,107,5
2023-09-29 00:00:00+00:00,2,2,9,4
2023-09-30 00:00:00+00:00,8,2,3,2
2023-10-01 00:00:00+00:00,2,2,14,2
2023-10-02 00:00:00+00:00,7,5,36,6
2023-10-03 00:00:00+00:00,12,3,6,3
2023-10-04 00:00:00+00:00,11,2,7,3
