time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-25 00:00:00+00:00,4,4,85.0,8.0
2025-11-26 00:00:00+00:00,4,4,3.0,3.0
2025-11-27 00:00:00+00:00,5,4,14.0,3.0
2025-11-28 00:00:00+00:00,7,7,84.0,4.0
2025-11-29 00:00:00+00:00,6,6,,
2025-11-30 00:00:00+00:00,10,10,1.0,1.0
2025-12-01 00:00:00+00:00,118,36,2.0,2.0
2025-12-02 00:00:00+00:00,44,11,3.0,3.0
2025-12-03 00:00:00+00:00,187,51,2.0,2.0
2025-12-04 00:00:00+00:00,7,3,6.0,1.0
2025-12-05 00:00:00+00:00,5,5,15.0,4.0
2025-12-06 00:00:00+00:00,4,4,1.0,1.0
2025-12-07 00:00:00+00:00,7,3,2.0,2.0
2025-12-08 00:00:00+00:00,2,1,1.0,1.0
