time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-26 00:00:00+00:00,208,27,2,2
2026-04-27 00:00:00+00:00,44,18,25,3
2026-04-28 00:00:00+00:00,22,9,12,1
2026-04-29 00:00:00+00:00,98,24,4,2
2026-04-30 00:00:00+00:00,76,24,13,1
2026-05-01 00:00:00+00:00,78,19,1,1
2026-05-02 00:00:00+00:00,65,19,1,1
2026-05-03 00:00:00+00:00,53,15,22,2
2026-05-04 00:00:00+00:00,56,19,52,3
2026-05-05 00:00:00+00:00,43,13,1,1
2026-05-06 00:00:00+00:00,43,12,0,0
2026-05-07 00:00:00+00:00,36,10,6,3
2026-05-08 00:00:00+00:00,31,13,9,2
2026-05-09 00:00:00+00:00,12,3,11,3
