time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-06 00:00:00+00:00,1,1,8.0,2.0
2024-04-07 00:00:00+00:00,2,2,67.0,5.0
2024-04-08 00:00:00+00:00,3,3,10.0,2.0
2024-04-09 00:00:00+00:00,1,1,93.0,10.0
2024-04-10 00:00:00+00:00,3,3,8.0,4.0
2024-04-11 00:00:00+00:00,4,3,37.0,4.0
2024-04-12 00:00:00+00:00,1,1,,
2024-04-13 00:00:00+00:00,3,2,6.0,3.0
2024-04-14 00:00:00+00:00,1,1,1.0,1.0
2024-04-15 00:00:00+00:00,4,3,,
2024-04-16 00:00:00+00:00,5,2,101.0,5.0
2024-04-17 00:00:00+00:00,9,5,33.0,5.0
2024-04-18 00:00:00+00:00,9,5,29.0,5.0
2024-04-19 00:00:00+00:00,4,2,10.0,2.0
