referrer,views_total,views_unique
Google,26,6
github.com,19,7
pscf.cems.umn.edu,4,3
chat-ai.tu-clausthal.de,3,1
Bing,1,1
chatgpt.com,1,1
vertexaisearch.cloud.google,1,1
