time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-20 00:00:00+00:00,2,2,156,8
2023-12-21 00:00:00+00:00,2,2,13,5
2023-12-22 00:00:00+00:00,2,2,11,4
2023-12-23 00:00:00+00:00,1,1,44,3
2023-12-24 00:00:00+00:00,4,2,831,9
2023-12-25 00:00:00+00:00,3,3,36,4
2023-12-26 00:00:00+00:00,12,3,25,5
2023-12-27 00:00:00+00:00,1,1,139,1
2023-12-28 00:00:00+00:00,11,2,74,4
2023-12-29 00:00:00+00:00,1,1,319,5
2023-12-30 00:00:00+00:00,3,2,9,3
2023-12-31 00:00:00+00:00,2,2,92,2
2024-01-01 00:00:00+00:00,12,3,28,1
2024-01-02 00:00:00+00:00,2,2,73,1
