referrer,views_total,views_unique
github.com,66,9
Google,33,9
Bing,13,2
pscf.cems.umn.edu,12,4
cn.bing.com,5,1
DuckDuckGo,1,1
dmorse.github.io,1,1
pubs.acs.org,1,1
