referrer,views_total,views_unique
github.com,224,5
pscf.cems.umn.edu,13,9
pnas.org,8,2
journals.aps.org,7,1
cn.bing.com,4,2
Google,2,2
Bing,1,1
DuckDuckGo,1,1
Yahoo,1,1
