referrer,views_total,views_unique
github.com,167,6
pscf.cems.umn.edu,11,7
journals.aps.org,7,1
cn.bing.com,6,3
pnas.org,1,1
Bing,1,1
Google,1,1
DuckDuckGo,1,1
