time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-06 00:00:00+00:00,71,31,21,7
2026-01-07 00:00:00+00:00,237,8,4,4
2026-01-08 00:00:00+00:00,21,8,1,1
2026-01-09 00:00:00+00:00,2,2,23,6
2026-01-10 00:00:00+00:00,4,4,3,3
2026-01-11 00:00:00+00:00,27,13,5,2
2026-01-12 00:00:00+00:00,3,3,5,3
2026-01-13 00:00:00+00:00,25,15,1,1
2026-01-14 00:00:00+00:00,79,19,6,5
2026-01-15 00:00:00+00:00,31,14,22,5
2026-01-16 00:00:00+00:00,21,11,5,5
2026-01-17 00:00:00+00:00,22,11,38,3
2026-01-18 00:00:00+00:00,15,7,1,1
2026-01-19 00:00:00+00:00,9,6,16,6
