time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-15 00:00:00+00:00,14,6,7,1
2026-03-16 00:00:00+00:00,24,13,15,3
2026-03-17 00:00:00+00:00,28,9,18,3
2026-03-18 00:00:00+00:00,11,7,12,5
2026-03-19 00:00:00+00:00,177,21,82,3
2026-03-20 00:00:00+00:00,22,12,2,1
2026-03-21 00:00:00+00:00,9,5,1,1
2026-03-22 00:00:00+00:00,8,4,10,4
2026-03-23 00:00:00+00:00,25,14,52,3
2026-03-24 00:00:00+00:00,21,9,111,5
2026-03-25 00:00:00+00:00,11,6,24,5
2026-03-26 00:00:00+00:00,27,18,36,5
2026-03-27 00:00:00+00:00,25,12,13,4
2026-03-28 00:00:00+00:00,22,16,6,6
