url_path,views_total,views_unique
/dmorse/pscfpp,41,33
/dmorse/pscfpp/tree/master/examples/rpc/scf,12,2
/dmorse/pscfpp/tree/master/examples/rpc/scf/diblock,9,2
/dmorse/pscfpp/tree/master/examples/rpc/scf/sweep,7,2
/dmorse/pscfpp/commit/19d5d22dcd649e334dbe2f51f593c8c9ffab63eb,5,1
/dmorse/pscfpp/blob/master/examples/rpc/scf/sweep/chi/param,4,1
/dmorse/pscfpp/commit/19d5d22,4,1
/dmorse/pscfpp/tree/master/examples/rpc/scf/diblock/gyr,4,1
/dmorse/pscfpp/tree/master/examples/rpc/scf/sweep/chi,4,1
/dmorse/pscfpp/tree/master/examples,3,2
