referrer,views_total,views_unique
Google,24,7
github.com,9,3
pscf.cems.umn.edu,3,2
reinhardt.group.ch.cam.ac.uk,2,2
Bing,1,1
Yahoo,1,1
pubs.acs.org,1,1
