time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-02 00:00:00+00:00,1.0,1.0,,
2025-06-03 00:00:00+00:00,6.0,4.0,6.0,2.0
2025-06-04 00:00:00+00:00,5.0,4.0,3.0,3.0
2025-06-05 00:00:00+00:00,11.0,6.0,5.0,2.0
2025-06-06 00:00:00+00:00,5.0,4.0,5.0,3.0
2025-06-07 00:00:00+00:00,5.0,3.0,,
2025-06-08 00:00:00+00:00,6.0,3.0,,
2025-06-09 00:00:00+00:00,1.0,1.0,1.0,1.0
2025-06-10 00:00:00+00:00,3.0,3.0,14.0,2.0
2025-06-11 00:00:00+00:00,5.0,5.0,5.0,3.0
2025-06-12 00:00:00+00:00,31.0,21.0,15.0,6.0
2025-06-13 00:00:00+00:00,16.0,11.0,1.0,1.0
2025-06-14 00:00:00+00:00,20.0,9.0,1.0,1.0
2025-06-15 00:00:00+00:00,,,5.0,2.0
