time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-15 00:00:00+00:00,16,15,3,3
2025-11-16 00:00:00+00:00,8,7,6,2
2025-11-17 00:00:00+00:00,6,5,11,3
2025-11-18 00:00:00+00:00,6,6,24,7
2025-11-19 00:00:00+00:00,13,11,21,3
2025-11-20 00:00:00+00:00,5,5,23,9
2025-11-21 00:00:00+00:00,6,6,11,5
2025-11-22 00:00:00+00:00,5,5,16,3
2025-11-23 00:00:00+00:00,3,3,23,2
2025-11-24 00:00:00+00:00,10,9,29,8
2025-11-25 00:00:00+00:00,4,4,85,8
2025-11-26 00:00:00+00:00,4,4,3,3
2025-11-27 00:00:00+00:00,5,4,14,3
2025-11-28 00:00:00+00:00,3,3,83,3
