referrer,views_total,views_unique
github.com,216,6
pscf.cems.umn.edu,13,9
journals.aps.org,7,1
cn.bing.com,6,3
Google,2,2
pnas.org,1,1
Bing,1,1
DuckDuckGo,1,1
