time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-24 00:00:00+00:00,2.0,2.0,1,1
2025-02-25 00:00:00+00:00,7.0,3.0,6,4
2025-02-26 00:00:00+00:00,5.0,3.0,20,3
2025-02-27 00:00:00+00:00,12.0,6.0,9,3
2025-02-28 00:00:00+00:00,9.0,4.0,46,6
2025-03-01 00:00:00+00:00,12.0,6.0,24,4
2025-03-02 00:00:00+00:00,12.0,6.0,64,3
2025-03-03 00:00:00+00:00,19.0,8.0,37,5
2025-03-04 00:00:00+00:00,4.0,3.0,62,6
2025-03-05 00:00:00+00:00,5.0,3.0,54,5
2025-03-06 00:00:00+00:00,6.0,3.0,34,3
2025-03-07 00:00:00+00:00,10.0,5.0,11,2
2025-03-08 00:00:00+00:00,7.0,4.0,1,1
2025-03-09 00:00:00+00:00,,,12,4
