referrer,views_total,views_unique
github.com,294,15
Google,231,12
pscf.cems.umn.edu,6,5
staging.pubs.acs.org,4,2
pnas.org,2,2
dmorse.github.io,1,1
cn.bing.com,1,1
mail.google.com,1,1
