time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-26 00:00:00+00:00,1,1,15.0,4.0
2023-10-27 00:00:00+00:00,13,5,49.0,3.0
2023-10-28 00:00:00+00:00,5,2,39.0,2.0
2023-10-29 00:00:00+00:00,2,2,39.0,3.0
2023-10-30 00:00:00+00:00,4,3,35.0,7.0
2023-10-31 00:00:00+00:00,11,2,14.0,2.0
2023-11-01 00:00:00+00:00,2,2,16.0,2.0
2023-11-02 00:00:00+00:00,4,3,40.0,5.0
2023-11-03 00:00:00+00:00,1,1,10.0,4.0
2023-11-04 00:00:00+00:00,2,2,,
2023-11-05 00:00:00+00:00,4,3,35.0,4.0
2023-11-06 00:00:00+00:00,6,4,44.0,6.0
2023-11-07 00:00:00+00:00,5,3,7.0,4.0
2023-11-08 00:00:00+00:00,1,1,8.0,5.0
