time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-11 00:00:00+00:00,1,1,1,1
2024-05-12 00:00:00+00:00,1,1,20,2
2024-05-13 00:00:00+00:00,9,3,29,5
2024-05-14 00:00:00+00:00,5,2,13,3
2024-05-15 00:00:00+00:00,1,1,53,6
2024-05-16 00:00:00+00:00,17,7,16,3
2024-05-17 00:00:00+00:00,6,4,6,2
2024-05-18 00:00:00+00:00,1,1,1,1
2024-05-19 00:00:00+00:00,1,1,91,4
2024-05-20 00:00:00+00:00,9,3,32,1
2024-05-21 00:00:00+00:00,1,1,10,2
2024-05-22 00:00:00+00:00,5,2,66,4
2024-05-23 00:00:00+00:00,1,1,7,3
2024-05-24 00:00:00+00:00,1,1,1,1
