time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-12 00:00:00+00:00,1.0,1.0,,
2024-04-13 00:00:00+00:00,3.0,2.0,6.0,3.0
2024-04-14 00:00:00+00:00,1.0,1.0,1.0,1.0
2024-04-15 00:00:00+00:00,4.0,3.0,,
2024-04-16 00:00:00+00:00,5.0,2.0,101.0,5.0
2024-04-17 00:00:00+00:00,9.0,5.0,33.0,5.0
2024-04-18 00:00:00+00:00,9.0,5.0,29.0,5.0
2024-04-19 00:00:00+00:00,9.0,4.0,14.0,3.0
2024-04-20 00:00:00+00:00,1.0,1.0,55.0,2.0
2024-04-21 00:00:00+00:00,3.0,2.0,23.0,2.0
2024-04-22 00:00:00+00:00,4.0,4.0,95.0,10.0
2024-04-23 00:00:00+00:00,2.0,2.0,20.0,2.0
2024-04-24 00:00:00+00:00,1.0,1.0,4.0,1.0
2024-04-25 00:00:00+00:00,,,2.0,1.0
