time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-26 00:00:00+00:00,1,1,57,3
2024-03-27 00:00:00+00:00,1,1,157,7
2024-03-28 00:00:00+00:00,2,2,6,3
2024-03-29 00:00:00+00:00,2,2,46,3
2024-03-30 00:00:00+00:00,5,2,16,3
2024-03-31 00:00:00+00:00,4,3,27,3
2024-04-01 00:00:00+00:00,5,4,105,7
2024-04-02 00:00:00+00:00,3,3,5,2
2024-04-03 00:00:00+00:00,2,2,60,10
2024-04-04 00:00:00+00:00,3,3,14,3
2024-04-05 00:00:00+00:00,1,1,26,3
2024-04-06 00:00:00+00:00,1,1,8,2
2024-04-07 00:00:00+00:00,2,2,67,5
2024-04-08 00:00:00+00:00,2,2,10,2
